,xauth_0,xhub_0,auth_ranking,hub_ranking
22314,0.01869038919125727,0.0,250,42803
35998,0.018676464031627583,0.010047349108655595,251,1585
36113,0.018539846842667303,0.0,252,42866
9395,0.018447485649470796,0.0,253,42931
47398,0.01844419037557797,0.0,254,42960
35236,0.01840389809008571,0.0,255,42959
36084,0.01837829945541458,0.0,256,42958
25010,0.018356215917845038,0.02680549178200806,257,345
25294,0.018304316707417664,0.011959566897858867,258,1259
36228,0.0182491157879109,0.039213781870344876,259,129
47138,0.018156455109466164,0.0,260,42957
26415,0.018129695430537628,0.022307178771269115,261,503
47014,0.01811258715268817,0.0,262,42956
44277,0.018061430831034363,0.006239610937536201,263,2768
25103,0.01805207457051447,0.01769551756584723,264,748
34668,0.01803309713040587,0.0,265,42955
10466,0.018002048814146607,0.013695875000276234,266,1049
35011,0.017842886723606725,0.0,267,42954
24371,0.017804920481448504,0.0006747794553546707,268,12418
25316,0.017740581286120567,0.007982391128038025,269,2108
67645,0.017668391636963328,0.0,270,42953
34946,0.017622233267387617,0.0,271,42952
35285,0.017549528964432886,0.019573369882909596,272,638
35758,0.017434742816846913,0.0,273,42951
29941,0.017361302934652163,0.006678462534926834,274,2579
9855,0.017345397869798794,0.0,275,42950
36350,0.017331481383851297,0.0,276,42949
33393,0.01733080477046031,0.0,277,42948
46750,0.01731910308650867,0.0,278,42946
25403,0.01731817297890355,0.004592669071735109,279,3799
25418,0.017316514356824474,0.0457883891791154,280,56
26301,0.017248530332201886,0.0417147831054184,281,96
43582,0.017233766840275565,0.02210466270077848,282,509
16672,0.01723083208628441,0.025713421029170132,283,374
24396,0.01722168711522761,0.0,284,42932
47101,0.01718914002689739,0.0,285,42945
35720,0.017140783797496416,0.00025591765212039727,286,17444
35544,0.017030417020012078,0.012252043495876152,287,1220
35934,0.017018860606974554,0.0,288,42944
35877,0.017005030027451386,0.0,289,42943
35333,0.01699177949616253,0.0,290,42942
35834,0.01695062361777259,0.0,291,42941
25609,0.016905922061668088,0.011181154523145881,292,1388
4655,0.016901125177270004,0.022041276341222386,293,514
35271,0.016886030327678152,0.0,294,42940
10771,0.016884086964601516,0.020144066840796206,295,607
23101,0.016811780441226363,0.0006884794128400017,296,12311
25506,0.016779481294866207,0.013900832777734662,297,1029
24757,0.016750390479864315,0.0,298,42939
15055,0.01666695987782783,0.002308703395445475,299,6435
36757,0.01665717030970576,0.0,300,42938
4305,0.01661081796957695,0.005303085179527756,301,3308
36182,0.016593413849446122,0.013761414721443526,302,1042
35768,0.016590027553672112,0.0,303,42937
47527,0.016581614162456997,0.0,304,42936
4548,0.016529753977729343,0.0,305,42935
4405,0.016521970061219648,0.0,306,42934
3406,0.01649098873807342,0.0,307,42933
36024,0.016481778317204116,0.0,308,42961
34963,0.016458503644017845,0.0,309,42947
46615,0.01644818611901438,0.015456659668737651,310,903
35851,0.01642269928643116,0.0,311,42962
24915,0.016410974383392916,0.00205748277738103,312,6902
25442,0.01634415886089986,0.011752060072870201,313,1294
36253,0.01632397116964178,0.023480500966537574,314,459
25475,0.01629351380321684,0.01991693649378637,315,619
46800,0.016208034453144633,0.0,316,42979
48044,0.01619379963675752,0.0,317,42992
24875,0.016175341719068474,0.008801951659026929,318,1873
35985,0.01614174482486183,0.02574761005845914,319,372
35865,0.016134492268823054,0.0,320,42991
48320,0.01609569404376061,0.0,321,42990
36212,0.016060146854440693,0.005940013954264498,322,2921
10643,0.01600744666882961,0.0018895007166250337,323,7262
34848,0.01598146234702792,0.0,324,42989
35532,0.01591313883409665,0.0,325,42988
25870,0.015889867386808896,0.02933292495688198,326,275
10544,0.015888424665362562,0.015271825818805637,327,921
46942,0.01584237989909101,0.002600748901862123,328,5906
25742,0.01582720736626096,0.023069242436024047,329,473
10584,0.01580245399558472,0.0027597578957612593,330,5681
36519,0.015799567685124447,0.0,331,42987
36049,0.015767230942640344,0.008527079571502935,332,1947
25332,0.015762395227865378,0.00879818650380045,333,1875
9612,0.0157480271497736,0.0,334,42986
35527,0.015745194531186647,0.0,335,42985
25417,0.015688630178764845,0.0028594895596906235,336,5537
36409,0.015656220436021853,0.0,337,42984
4379,0.01565164736584049,0.0,338,42983
25295,0.01561081867876704,0.010761332598414745,339,1457
35654,0.015602915717956477,0.0,340,42982
35193,0.015564950071625117,0.0,341,42981
35671,0.01548104275580649,0.008458679185454935,342,1964
38222,0.015476643195853871,0.009689134350502736,343,1662
47470,0.015437533472653545,0.0,344,42980
47206,0.01540645011890566,0.0,345,42978
17059,0.015403066628420253,0.0006418867306188645,346,12669
34831,0.015375016589799263,0.0,347,42964
35640,0.015371490476072617,0.0,348,42977
25759,0.015368904143775034,0.0284987020652558,349,296
36604,0.015355222128561401,0.0,350,42976
35863,0.015348008670372391,0.0,351,42975
38514,0.01534035090274247,0.010621341798494742,352,1484
47318,0.01528838839157454,0.0,353,42974
24025,0.01526115194843682,0.0019867771835075996,354,7050
47284,0.015215055401037307,0.029540587140926177,355,270
24907,0.01513592524365169,0.0,356,42973
15195,0.015044139119714927,1.603967982598209e-05,357,28685
47227,0.015017305470898702,0.0,358,42972
37728,0.015008546245651073,0.0,359,42971
36188,0.014996976474284435,0.007198437120141637,360,2366
25492,0.014948764948418495,0.02120531052028454,361,559
34416,0.014946962257106839,0.0,362,42970
34703,0.01482007561566325,0.0007506390131987656,363,11817
25171,0.014801836901684613,0.019540736571420865,364,642
36301,0.01475982040276289,0.017673583259781307,365,752
36649,0.014754441649509158,0.0,366,42969
35649,0.014716251944695814,0.0,367,42968
24701,0.014634486113824688,0.0,368,42967
36160,0.014605860497687117,0.029576641556015394,369,269
25412,0.014599866372003776,0.015037688587734275,370,943
9945,0.01452929592380764,0.0,371,42966
35783,0.014477747034986617,0.0,372,42965
52955,0.014449686464728965,0.0,373,42963
18409,0.01442249643975108,0.005973415356433762,374,2909
25067,0.014407191789435394,0.02976226329985786,375,264
35106,0.014379426432970624,0.017263124349201794,376,772
47043,0.014313402460745021,0.0,377,42930
25624,0.014280108373273216,0.021188346503084477,378,561
46638,0.014272887083524942,0.0,379,42899
24606,0.014269822615099471,0.0,380,42929
24727,0.014267194167680684,0.0,381,42896
34594,0.01426010696955078,0.0,382,42895
35562,0.014189589893863085,0.0,383,42894
35691,0.014161226791626697,0.0,384,42893
47253,0.01414447788891635,0.0,385,42892
41557,0.014142023680373221,0.020246105633860662,386,600
24997,0.014141164854172253,0.006562086313223973,387,2623
37477,0.014101131197893567,0.0,388,42891
36078,0.014096601051450086,0.0,389,42890
36506,0.014081383620678081,0.0,390,42889
35214,0.014075085035917475,0.016198519337284275,391,835
24623,0.014051872664990165,0.0,392,42888
25488,0.014048910925559778,0.006728489988664291,393,2555
35332,0.014036900602319978,0.0,394,42887
10125,0.014024519562621709,0.008966076423580138,395,1824
25556,0.014002071677866813,0.0204523826448402,396,587
4508,0.013984431316437564,0.003935498361411155,397,4329
47341,0.01394556065875856,0.01048117893894084,398,1506
25355,0.013926077841212895,0.03928567481039047,399,127
25529,0.013894371855314428,0.012950079693578484,400,1144
25526,0.013885924620720892,0.01904896424143239,401,674
47113,0.01386884369310549,0.0,402,42886
10419,0.013813805324690736,0.0036585359814106135,403,4568
47374,0.01379617549208555,0.0,404,42885
24524,0.013789013282586518,0.0,405,42884
26665,0.013760613676181945,0.02881931720436998,406,289
25722,0.013736632362918446,0.038551704295422484,407,135
25230,0.013728570733870014,0.009225085206741585,408,1775
22175,0.013677355240065893,0.0,409,42882
25266,0.013656777934515418,0.039756432614673876,410,121
4476,0.013654955838116574,0.00941819946037557,411,1720
25127,0.013654479322621144,0.008017921305773303,412,2091
47345,0.013651279020740118,0.0,413,42868
35805,0.013649003326750024,0.0065436016320883006,414,2639
46725,0.013640251294616318,0.0,415,42881
35000,0.013636684282848364,0.0,416,42880
35749,0.013626025532471669,0.021869497065175242,417,523
35506,0.01361064277498579,0.0,418,42879
37869,0.013603758392844863,0.010204989587691924,419,1555
24690,0.013600883876207824,0.0,420,42878
46874,0.013593111456025143,0.0,421,42877
47112,0.013585392388286916,0.0,422,42876
35289,0.013550571298781185,0.0,423,42875
29943,0.013530115194217656,0.009313394563057954,424,1757
23569,0.013521397178612019,0.002128052619224977,425,6758
36095,0.013469215742056789,0.0,426,42874
24670,0.013468133590191871,0.0,427,42873
26531,0.01346330805042241,0.044406269694096764,428,67
35856,0.013446583833516625,0.0,429,42872
35921,0.013417475191786137,0.0,430,42871
22250,0.013373297172181314,4.576117526833843e-05,431,25509
25622,0.013233598851902022,0.019222962511744632,432,664
10159,0.013218592743301156,0.0,433,42870
22397,0.01320058608234181,0.0011915862346933853,434,9295
35679,0.013159319283105403,0.0,435,42869
37534,0.01315815081542849,0.0,436,42897
36072,0.013141637658886538,0.0,437,42883
36432,0.013108492714632101,0.0,438,42898
43468,0.013103036185401151,0.005552787513774126,439,3154
4095,0.013051775260143434,0.0,440,42915
25174,0.013032696566689218,0.02039591141626142,441,591
35294,0.013024940255926131,0.0,442,42928
10012,0.0130067423386182,0.0,443,42927
35344,0.01300436150561873,0.005161139197353442,444,3399
24512,0.012989069771870938,0.0,445,42926
36522,0.012963836551515109,0.0049756594238418075,446,3525
25437,0.012947533385083546,0.03874305504911514,447,133
35270,0.012926555139434416,0.007606662881431856,448,2215
44618,0.012904327052435719,0.005084485554471326,449,3450
4270,0.012904312791041265,0.003256359571675632,450,5029
27505,0.01290333120178227,0.0,451,42925
44436,0.012894000833596904,0.003189438168887108,452,5119
13276,0.012889884226083885,0.0040271350568311355,453,4260
36286,0.012881701867564982,0.025032989035612265,454,399
4467,0.01284889695643346,0.0012240739047964266,455,9176
5022,0.0128429528745926,0.016077081543166366,456,844
34321,0.012784121108786604,0.0,457,42924
46915,0.012777557224720067,0.0,458,42923
36199,0.01270704771090912,0.0,459,42922
24535,0.01268986877581775,0.0,460,42921
47021,0.01268648351052572,0.029310739798607294,461,277
25362,0.012659087748596448,0.011932553426958791,462,1265
46969,0.012651071408617577,0.015137864780477735,463,935
36063,0.012619107639142061,0.0,464,42920
35627,0.012600875089221291,0.0,465,42919
25019,0.012504270321415559,0.006911362757358863,466,2476
35556,0.012491357072159214,0.023230297821165913,467,467
10648,0.01245864944896905,0.0009340557473985671,468,10563
25831,0.01244595521852154,0.05655616819165261,469,10
25415,0.012441790663141833,0.0084439175366553,470,1969
25756,0.012433801342756423,0.005544071328217971,471,3163
46713,0.012392152760285135,0.0,472,42918
34945,0.012387501908799508,0.0,473,42917
47362,0.012381286241429154,0.013591844501447212,474,1060
10517,0.012380626171410943,3.151508178317524e-05,475,26778
48319,0.012370244838506185,0.0,476,42916
35365,0.01236640680366271,0.0,477,42914
24880,0.0123547876634259,0.01418412372308754,478,1005
35175,0.012349158273222149,0.00626760940564427,479,2754
35785,0.012339054837839505,0.0,480,42900
22221,0.012317299003437303,0.0,481,42913
38338,0.012305182561591368,0.015634461904389215,482,886
35833,0.012287666415971602,0.0,483,42912
35470,0.012285819169829302,0.0,484,42911
35618,0.012270220426088272,0.020415064632782098,485,589
30267,0.012253301296163336,0.009592812583522958,486,1684
17610,0.012244208955013164,0.031806388867506544,487,222
74628,0.012241332326677516,0.0010132281619297905,488,10140
16886,0.012212782690764177,0.009698576965174358,489,1660
35880,0.012210699644157006,0.0,490,42910
23721,0.012184484970942532,0.0008375948041349032,491,11223
25394,0.012180485450783228,0.004430105109292863,492,3919
46831,0.012131248980160788,0.0,493,42909
24457,0.012128371083958677,0.0,494,42908
47704,0.012122112631884965,0.0,495,42907
34902,0.012089193651647352,0.0,496,42906
36037,0.012074177214723869,0.004604478840730719,497,3791
21890,0.01206861433941552,3.4247468294723345e-05,498,26530
35280,0.012055104344633928,0.025853500636912784,499,368
25829,0.011995695448590964,0.036352321516544925,500,159
34611,0.011993148694897694,0.0,501,42905
35286,0.011983780500651046,0.0,502,42904
34900,0.011971079012466301,0.0,503,42903
36461,0.011952455444399988,0.011143468343712836,504,1398
47025,0.01194119101923663,0.0,505,42902
47495,0.011936917927312288,0.0058326356250941215,506,2977
34752,0.011935529331693747,0.0,507,42901
25596,0.011910413467974461,0.018840404870483076,508,681
47271,0.011901230007706834,0.0,509,42867
22238,0.01187989327574948,0.0,510,42738
47414,0.01186639880619671,0.0,511,42611
35855,0.011860352973789214,0.0,512,42737
40225,0.011859470217540777,0.0,513,42576
36017,0.011855041139205278,0.01098870824556563,514,1418
35598,0.011850446598586698,0.0,515,42575
47245,0.011848673389481493,0.050158290863490926,516,28
17054,0.011846941984308253,0.0028732982801048953,517,5518
46901,0.011835288152189444,0.004039543032483497,518,4253
35284,0.011819430094366291,0.0,519,42574
36324,0.011793474336499314,0.004244417002755065,520,4075
47646,0.011780803272932822,0.0,521,42573
24460,0.011763903995786541,0.0,522,42572
26335,0.011762988185674145,0.04665045189900363,523,47
24717,0.011755688088165506,0.0,524,42571
27550,0.011743406519261899,0.0029687207731379215,525,5397
25376,0.011709747744794002,0.03554496628527932,526,173
25301,0.01169795674227033,0.030617158965122078,527,244
4677,0.011665347307761576,0.005701437328657941,528,3057
36283,0.011645596413699177,0.0,529,42570
25248,0.011637019202811327,0.005544066885456575,530,3164
24372,0.01156547321527143,0.0,531,42569
25085,0.01156428674481579,0.013921582237484766,532,1028
47240,0.01156395665899105,0.0,533,42568
35530,0.011533899461519746,0.0074612099565469275,534,2276
24638,0.011513347659022235,0.0,535,42567
9178,0.011481088648519879,0.0,536,42566
4029,0.011438094432857818,0.0,537,42565
26298,0.011384619327354859,0.02656387647623368,538,351
22999,0.011377964146975809,0.0,539,42564
25093,0.011360967860437488,0.020754058649580073,540,577
24678,0.011343820583346752,0.002951975901161639,541,5417
25312,0.011335930318650904,0.005161121772900498,542,3400
4555,0.011330002765261553,0.0,543,42562
25209,0.011306438774685143,0.01034685867081583,544,1533
25749,0.011304277970557058,0.043398369424994004,545,78
46960,0.011249613522683253,0.0,546,42548
37724,0.011232520987385385,0.0,547,42561
38002,0.011223336416822266,0.0,548,42560
25643,0.01120521529258079,0.01532121480215125,549,915
4633,0.011196084400613662,0.041882583505749346,550,94
35073,0.011189990812562356,0.0,551,42559
25342,0.0111891873140751,0.02190177115975996,552,519
25928,0.011184084700531307,0.02125385503031186,553,555
35788,0.011177484577951327,0.0,554,42558
23206,0.01116055350608068,0.0,555,42557
33425,0.011128207495422959,0.0,556,42556
25023,0.011097817970997886,0.004114804506250347,557,4198
36346,0.011081443467408695,0.0,558,42555
35882,0.011077370128007984,0.0,559,42554
24710,0.011072489367423173,0.0,560,42553
36344,0.01103652056270762,0.0,561,42552
25951,0.011014787737643354,0.020118003464304403,562,608
33381,0.011001770051652794,0.0,563,42551
25031,0.010992699208134914,0.0018086167242532952,564,7427
25649,0.01097384102915943,0.011647759872553315,565,1309
25647,0.01096299588687058,0.015982015831908666,566,852
13697,0.010924511802410239,0.0019168279050835175,567,7203
24531,0.010895645284268065,0.0,568,42550
36073,0.010880180136499093,0.0,569,42549
35771,0.010874948435907129,0.0,570,42577
35376,0.01087043833003729,0.0,571,42563
27476,0.010870294195796947,0.0,572,42578
36465,0.010804308592881987,0.06014212543418298,573,4
36392,0.010786623016703467,0.0,574,42595
35487,0.010781513387977497,0.006963056562007688,575,2455
34765,0.010779460362212036,0.0,576,42608
35670,0.010752052109223207,0.0,577,42607
34360,0.010747435692439397,0.0,578,42606
23273,0.010744087030191765,0.00455180147969523,579,3823
25466,0.010741295238225304,0.005787174128927991,580,3001
25184,0.010731110431290212,0.011511873791002339,581,1328
46833,0.01071794134683737,0.0,582,42605
23479,0.010701659134435998,0.0,583,42604
36339,0.010701414980062378,0.0,584,42603
36303,0.010698310344504977,0.0,585,42602
24438,0.010646337885907154,0.0,586,42601
47577,0.010644287357090254,0.0,587,42600
24922,0.010632233684318879,0.0,588,42599
74234,0.010628188295746669,0.0,589,42598
24753,0.010612933440562602,0.0,590,42597
25293,0.01059748655343598,0.008779396087152308,591,1883
47080,0.010591229410193607,0.005283362930673523,592,3323
25225,0.010590535928271725,0.00102179408884731,593,10091
47516,0.010576868902099761,0.0,594,42596
